NumTrace,Num_Test,ID_user,Date_Performance,Latence,Port_source,Jitter,Port_destination,Ville,Output,Moment_du_ping,server_name,Input,IP_Destination,Technologie_Reseau,IP_source,Packetloss,throuput
2,342,AMOUR,2024-10-17 13:48:50,481.84,65044,216.1,22124.0,DEFENSE,Without headphones,2024-10-17 13:49:16,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,196,AMOUR,2024-10-17 13:48:50,551.31,60598,69.4699999999999,22124.0,DEFENSE,Without headphones,2024-10-17 13:49:22,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,196,AMOUR,2024-10-17 13:48:50,551.31,60598,69.4699999999999,22124.0,DEFENSE,Without headphones,2024-10-17 13:49:22,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,245,AMOUR,2024-10-17 13:48:50,551.31,60598,69.4699999999999,22124.0,DEFENSE,Without headphones,2024-10-17 13:49:22,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,294,AMOUR,2024-10-17 13:48:50,551.31,60598,69.4699999999999,22124.0,DEFENSE,Without headphones,2024-10-17 13:49:22,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,343,AMOUR,2024-10-17 13:48:50,551.31,60598,69.4699999999999,22124.0,DEFENSE,Without headphones,2024-10-17 13:49:22,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,197,AMOUR,2024-10-17 13:48:50,501.77,60619,49.5399999999999,22124.0,DEFENSE,Without headphones,2024-10-17 13:49:28,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,197,AMOUR,2024-10-17 13:48:50,501.77,60619,49.5399999999999,22124.0,DEFENSE,Without headphones,2024-10-17 13:49:28,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,246,AMOUR,2024-10-17 13:48:50,501.77,60619,49.5399999999999,22124.0,DEFENSE,Without headphones,2024-10-17 13:49:28,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,295,AMOUR,2024-10-17 13:48:50,501.77,60619,49.5399999999999,22124.0,DEFENSE,Without headphones,2024-10-17 13:49:28,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,344,AMOUR,2024-10-17 13:48:50,501.77,60619,49.5399999999999,22124.0,DEFENSE,Without headphones,2024-10-17 13:49:28,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,198,AMOUR,2024-10-17 13:48:50,568.3,65135,66.5299999999999,22124.0,DEFENSE,Without headphones,2024-10-17 13:49:34,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,198,AMOUR,2024-10-17 13:48:50,568.3,65135,66.5299999999999,22124.0,DEFENSE,Without headphones,2024-10-17 13:49:34,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,247,AMOUR,2024-10-17 13:48:50,568.3,65135,66.5299999999999,22124.0,DEFENSE,Without headphones,2024-10-17 13:49:34,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,296,AMOUR,2024-10-17 13:48:50,568.3,65135,66.5299999999999,22124.0,DEFENSE,Without headphones,2024-10-17 13:49:34,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,345,AMOUR,2024-10-17 13:48:50,568.3,65135,66.5299999999999,22124.0,DEFENSE,Without headphones,2024-10-17 13:49:34,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,199,AMOUR,2024-10-17 13:48:50,299.2,49197,269.1,22124.0,DEFENSE,Without headphones,2024-10-17 13:49:39,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,199,AMOUR,2024-10-17 13:48:50,299.2,49197,269.1,22124.0,DEFENSE,Without headphones,2024-10-17 13:49:39,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,248,AMOUR,2024-10-17 13:48:50,299.2,49197,269.1,22124.0,DEFENSE,Without headphones,2024-10-17 13:49:39,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,297,AMOUR,2024-10-17 13:48:50,299.2,49197,269.1,22124.0,DEFENSE,Without headphones,2024-10-17 13:49:39,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,346,AMOUR,2024-10-17 13:48:50,299.2,49197,269.1,22124.0,DEFENSE,Without headphones,2024-10-17 13:49:39,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,200,AMOUR,2024-10-17 13:48:50,296.33,49198,2.87,22124.0,DEFENSE,Without headphones,2024-10-17 13:49:43,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,200,AMOUR,2024-10-17 13:48:50,296.33,49198,2.87,22124.0,DEFENSE,Without headphones,2024-10-17 13:49:43,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,249,AMOUR,2024-10-17 13:48:50,296.33,49198,2.87,22124.0,DEFENSE,Without headphones,2024-10-17 13:49:43,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,298,AMOUR,2024-10-17 13:48:50,296.33,49198,2.87,22124.0,DEFENSE,Without headphones,2024-10-17 13:49:43,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,347,AMOUR,2024-10-17 13:48:50,296.33,49198,2.87,22124.0,DEFENSE,Without headphones,2024-10-17 13:49:43,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,201,AMOUR,2024-10-17 13:48:50,525.83,63619,229.5,22124.0,DEFENSE,Without headphones,2024-10-17 13:49:48,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,201,AMOUR,2024-10-17 13:48:50,525.83,63619,229.5,22124.0,DEFENSE,Without headphones,2024-10-17 13:49:48,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,250,AMOUR,2024-10-17 13:48:50,525.83,63619,229.5,22124.0,DEFENSE,Without headphones,2024-10-17 13:49:48,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,299,AMOUR,2024-10-17 13:48:50,525.83,63619,229.5,22124.0,DEFENSE,Without headphones,2024-10-17 13:49:48,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,348,AMOUR,2024-10-17 13:48:50,525.83,63619,229.5,22124.0,DEFENSE,Without headphones,2024-10-17 13:49:48,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,202,AMOUR,2024-10-17 13:48:50,471.78,57914,54.05,22124.0,DEFENSE,Without headphones,2024-10-17 13:49:53,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,202,AMOUR,2024-10-17 13:48:50,471.78,57914,54.05,22124.0,DEFENSE,Without headphones,2024-10-17 13:49:53,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,251,AMOUR,2024-10-17 13:48:50,471.78,57914,54.05,22124.0,DEFENSE,Without headphones,2024-10-17 13:49:53,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,300,AMOUR,2024-10-17 13:48:50,471.78,57914,54.05,22124.0,DEFENSE,Without headphones,2024-10-17 13:49:53,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,349,AMOUR,2024-10-17 13:48:50,471.78,57914,54.05,22124.0,DEFENSE,Without headphones,2024-10-17 13:49:53,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,203,AMOUR,2024-10-17 13:48:50,466.72,62740,5.05999999999994,22124.0,DEFENSE,Without headphones,2024-10-17 13:50:00,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,203,AMOUR,2024-10-17 13:48:50,466.72,62740,5.05999999999994,22124.0,DEFENSE,Without headphones,2024-10-17 13:50:00,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,252,AMOUR,2024-10-17 13:48:50,466.72,62740,5.05999999999994,22124.0,DEFENSE,Without headphones,2024-10-17 13:50:00,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,301,AMOUR,2024-10-17 13:48:50,466.72,62740,5.05999999999994,22124.0,DEFENSE,Without headphones,2024-10-17 13:50:00,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,350,AMOUR,2024-10-17 13:48:50,466.72,62740,5.05999999999994,22124.0,DEFENSE,Without headphones,2024-10-17 13:50:00,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,204,AMOUR,2024-10-17 13:48:50,475.53,56519,8.80999999999994,22124.0,DEFENSE,Without headphones,2024-10-17 13:50:07,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,204,AMOUR,2024-10-17 13:48:50,475.53,56519,8.80999999999994,22124.0,DEFENSE,Without headphones,2024-10-17 13:50:07,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,253,AMOUR,2024-10-17 13:48:50,475.53,56519,8.80999999999994,22124.0,DEFENSE,Without headphones,2024-10-17 13:50:07,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,302,AMOUR,2024-10-17 13:48:50,475.53,56519,8.80999999999994,22124.0,DEFENSE,Without headphones,2024-10-17 13:50:07,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,351,AMOUR,2024-10-17 13:48:50,475.53,56519,8.80999999999994,22124.0,DEFENSE,Without headphones,2024-10-17 13:50:07,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,205,AMOUR,2024-10-17 13:48:50,300.84,56709,174.69,22124.0,DEFENSE,Without headphones,2024-10-17 13:50:12,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,205,AMOUR,2024-10-17 13:48:50,300.84,56709,174.69,22124.0,DEFENSE,Without headphones,2024-10-17 13:50:12,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,254,AMOUR,2024-10-17 13:48:50,300.84,56709,174.69,22124.0,DEFENSE,Without headphones,2024-10-17 13:50:12,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,303,AMOUR,2024-10-17 13:48:50,300.84,56709,174.69,22124.0,DEFENSE,Without headphones,2024-10-17 13:50:12,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,352,AMOUR,2024-10-17 13:48:50,300.84,56709,174.69,22124.0,DEFENSE,Without headphones,2024-10-17 13:50:12,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,206,AMOUR,2024-10-17 13:48:50,299.47,49401,1.36999999999994,22124.0,DEFENSE,Without headphones,2024-10-17 13:50:18,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,206,AMOUR,2024-10-17 13:48:50,299.47,49401,1.36999999999994,22124.0,DEFENSE,Without headphones,2024-10-17 13:50:18,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,255,AMOUR,2024-10-17 13:48:50,299.47,49401,1.36999999999994,22124.0,DEFENSE,Without headphones,2024-10-17 13:50:18,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,304,AMOUR,2024-10-17 13:48:50,299.47,49401,1.36999999999994,22124.0,DEFENSE,Without headphones,2024-10-17 13:50:18,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,353,AMOUR,2024-10-17 13:48:50,299.47,49401,1.36999999999994,22124.0,DEFENSE,Without headphones,2024-10-17 13:50:18,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,207,AMOUR,2024-10-17 13:48:50,272.0,58987,27.47,22124.0,DEFENSE,Without headphones,2024-10-17 13:50:22,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,207,AMOUR,2024-10-17 13:48:50,272.0,58987,27.47,22124.0,DEFENSE,Without headphones,2024-10-17 13:50:22,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,256,AMOUR,2024-10-17 13:48:50,272.0,58987,27.47,22124.0,DEFENSE,Without headphones,2024-10-17 13:50:22,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,305,AMOUR,2024-10-17 13:48:50,272.0,58987,27.47,22124.0,DEFENSE,Without headphones,2024-10-17 13:50:22,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,354,AMOUR,2024-10-17 13:48:50,272.0,58987,27.47,22124.0,DEFENSE,Without headphones,2024-10-17 13:50:22,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,208,AMOUR,2024-10-17 13:48:50,457.82,53768,185.82,22124.0,DEFENSE,Without headphones,2024-10-17 13:50:27,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,208,AMOUR,2024-10-17 13:48:50,457.82,53768,185.82,22124.0,DEFENSE,Without headphones,2024-10-17 13:50:27,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,257,AMOUR,2024-10-17 13:48:50,457.82,53768,185.82,22124.0,DEFENSE,Without headphones,2024-10-17 13:50:27,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,306,AMOUR,2024-10-17 13:48:50,457.82,53768,185.82,22124.0,DEFENSE,Without headphones,2024-10-17 13:50:27,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,355,AMOUR,2024-10-17 13:48:50,457.82,53768,185.82,22124.0,DEFENSE,Without headphones,2024-10-17 13:50:27,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,209,AMOUR,2024-10-17 13:48:50,491.44,57941,33.62,22124.0,DEFENSE,Without headphones,2024-10-17 13:50:34,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,209,AMOUR,2024-10-17 13:48:50,491.44,57941,33.62,22124.0,DEFENSE,Without headphones,2024-10-17 13:50:34,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,258,AMOUR,2024-10-17 13:48:50,491.44,57941,33.62,22124.0,DEFENSE,Without headphones,2024-10-17 13:50:34,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,307,AMOUR,2024-10-17 13:48:50,491.44,57941,33.62,22124.0,DEFENSE,Without headphones,2024-10-17 13:50:34,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,356,AMOUR,2024-10-17 13:48:50,491.44,57941,33.62,22124.0,DEFENSE,Without headphones,2024-10-17 13:50:34,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,210,AMOUR,2024-10-17 13:48:50,747.63,59762,256.19,22124.0,DEFENSE,Without headphones,2024-10-17 13:50:39,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,210,AMOUR,2024-10-17 13:48:50,747.63,59762,256.19,22124.0,DEFENSE,Without headphones,2024-10-17 13:50:39,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,259,AMOUR,2024-10-17 13:48:50,747.63,59762,256.19,22124.0,DEFENSE,Without headphones,2024-10-17 13:50:39,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,308,AMOUR,2024-10-17 13:48:50,747.63,59762,256.19,22124.0,DEFENSE,Without headphones,2024-10-17 13:50:39,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,357,AMOUR,2024-10-17 13:48:50,747.63,59762,256.19,22124.0,DEFENSE,Without headphones,2024-10-17 13:50:39,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,211,AMOUR,2024-10-17 13:48:50,497.08,59763,250.55,22124.0,DEFENSE,Without headphones,2024-10-17 13:50:43,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,211,AMOUR,2024-10-17 13:48:50,497.08,59763,250.55,22124.0,DEFENSE,Without headphones,2024-10-17 13:50:43,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,260,AMOUR,2024-10-17 13:48:50,497.08,59763,250.55,22124.0,DEFENSE,Without headphones,2024-10-17 13:50:43,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,309,AMOUR,2024-10-17 13:48:50,497.08,59763,250.55,22124.0,DEFENSE,Without headphones,2024-10-17 13:50:43,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,358,AMOUR,2024-10-17 13:48:50,497.08,59763,250.55,22124.0,DEFENSE,Without headphones,2024-10-17 13:50:43,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,212,AMOUR,2024-10-17 13:48:50,278.58,54050,218.5,22124.0,DEFENSE,Without headphones,2024-10-17 13:50:48,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,212,AMOUR,2024-10-17 13:48:50,278.58,54050,218.5,22124.0,DEFENSE,Without headphones,2024-10-17 13:50:48,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,261,AMOUR,2024-10-17 13:48:50,278.58,54050,218.5,22124.0,DEFENSE,Without headphones,2024-10-17 13:50:48,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,310,AMOUR,2024-10-17 13:48:50,278.58,54050,218.5,22124.0,DEFENSE,Without headphones,2024-10-17 13:50:48,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,359,AMOUR,2024-10-17 13:48:50,278.58,54050,218.5,22124.0,DEFENSE,Without headphones,2024-10-17 13:50:48,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,213,AMOUR,2024-10-17 13:48:50,894.5,59210,615.92,22124.0,DEFENSE,Without headphones,2024-10-17 13:50:54,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,213,AMOUR,2024-10-17 13:48:50,894.5,59210,615.92,22124.0,DEFENSE,Without headphones,2024-10-17 13:50:54,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,262,AMOUR,2024-10-17 13:48:50,894.5,59210,615.92,22124.0,DEFENSE,Without headphones,2024-10-17 13:50:54,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,311,AMOUR,2024-10-17 13:48:50,894.5,59210,615.92,22124.0,DEFENSE,Without headphones,2024-10-17 13:50:54,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,360,AMOUR,2024-10-17 13:48:50,894.5,59210,615.92,22124.0,DEFENSE,Without headphones,2024-10-17 13:50:54,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,214,AMOUR,2024-10-17 13:48:50,338.87,55751,555.63,22124.0,DEFENSE,Without headphones,2024-10-17 13:51:00,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,214,AMOUR,2024-10-17 13:48:50,338.87,55751,555.63,22124.0,DEFENSE,Without headphones,2024-10-17 13:51:00,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,263,AMOUR,2024-10-17 13:48:50,338.87,55751,555.63,22124.0,DEFENSE,Without headphones,2024-10-17 13:51:00,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,312,AMOUR,2024-10-17 13:48:50,338.87,55751,555.63,22124.0,DEFENSE,Without headphones,2024-10-17 13:51:00,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
2,361,AMOUR,2024-10-17 13:48:50,338.87,55751,555.63,22124.0,DEFENSE,Without headphones,2024-10-17 13:51:00,Remi Do (Beginner),Microphone et audio-card,77.172.60.27,4G,192.168.145.241,,
